ID, Pedra, Valor, Data,7e03eb38-7096-4011-b03d-8df55862292a, Destruction T3 (Vermelha), 90, 23/03/2022 01:48:00, 
5bb3989b-a2e7-4a65-82e9-ab86013c6020, Destruction T3 (Vermelha), 13, 23/03/2022 10:23:00, 
